DATE,USDSEK-USDEUR,USDSEK-USDNOK,USDNOK-USDEUR,USDTRY-USDMXN,USDMXN-USDCOP,USDAUD-USDCAD,USDNZD-USDCHF,USDNZD-USDAUD,USDNZD-USDSGD,USDSGD-USDCHF,USDSGD-USDAUD,USDINR-USDMXN,USDINR-USDCOP,USDINR-USDARS,USDCOP-USDKRW,USDCOP-USDCLP,USDCLP-USDINR,USDCLP-USDZAR,USDZAR-USDMXN,USDZAR-USDINR,USDZAR-USDCOP,USDXAU-USDCHF,USDXAU-USDSGD
12/31/91,1.185582,0.012934,1.198516,195.752273,0.324716,0.103002,0.194184,0.2219,0.072821,0.121363,0.149079,0.287383,0.037333,0.973371,0.000135,0.001228,0.036105,0.361629,0.038141,0.325524,0.362857,352.415516,352.536879
1/1/92,1.185582,0.012934,1.198516,195.752273,0.324716,0.103002,0.194184,0.2219,0.072821,0.121363,0.149079,0.287383,0.037333,0.973371,0.000135,0.001228,0.036105,0.361629,0.038141,0.325524,0.362857,352.415516,352.536879
1/2/92,1.186824,0.013273,1.200097,199.676271,0.322287,0.110732,0.194601,0.2197,0.076251,0.11835,0.143449,0.284957,0.03733,0.973374,0.000135,0.001301,0.036029,0.362154,0.041168,0.326125,0.363455,350.167399,350.285749
1/3/92,1.170764,0.013024,1.183788,199.676271,0.322287,0.113812,0.188339,0.2195,0.076706,0.111633,0.142794,0.284954,0.037333,0.973371,0.000135,0.001308,0.036025,0.359818,0.038839,0.323793,0.361126,352.273361,352.384994
1/6/92,1.185295,0.013393,1.198688,195.752486,0.324503,0.112161,0.19029,0.2115,0.062497,0.127793,0.149003,0.2872,0.037303,0.969828,0.000132,0.001308,0.035995,0.36208,0.038885,0.326085,0.363388,348.65871,348.786503
1/7/92,1.19082,0.013235,1.204055,199.674055,0.324503,0.115957,0.18968,0.2082,0.063506,0.126174,0.144694,0.28717,0.037333,0.969696,0.000133,0.001314,0.036019,0.362208,0.039019,0.326189,0.363522,348.95882,349.084994
1/8/92,1.189401,0.013323,1.202724,195.752486,0.324503,0.119344,0.190692,0.2062,0.065885,0.124807,0.140315,0.28717,0.037333,0.965443,0.000136,0.001313,0.03602,0.362408,0.039218,0.326388,0.363721,349.859808,349.984615
1/9/92,1.172949,0.013231,1.18618,195.752486,0.324503,0.124822,0.178766,0.2012,0.072223,0.106543,0.128977,0.28717,0.037333,0.957043,0.000137,0.001314,0.036019,0.360484,0.037295,0.324465,0.361798,350.826934,350.933477
1/10/92,1.149339,0.012586,1.161925,195.752486,0.324503,0.125226,0.167417,0.1998,0.073253,0.094164,0.126547,0.287215,0.037288,0.957088,0.000138,0.001314,0.035974,0.355026,0.031837,0.319052,0.35634,357.191283,357.285447
1/13/92,1.143984,0.012717,1.156701,191.981268,0.324982,0.128322,0.171205,0.198,0.06706,0.104145,0.13094,0.287679,0.037303,0.957073,0.000138,0.001314,0.035989,0.355667,0.031999,0.319678,0.356981,353.184795,353.28894
1/14/92,1.149545,0.012816,1.162361,191.981268,0.324982,0.126974,0.164966,0.2,0.067001,0.097965,0.132999,0.287664,0.037318,0.959344,0.000139,0.001314,0.036004,0.356698,0.03303,0.320694,0.358012,353.191534,353.289499
1/15/92,1.110808,0.012531,1.123339,191.981406,0.324844,0.122027,0.154165,0.2043,0.073308,0.080857,0.130992,0.287541,0.037303,0.970642,0.000139,0.001314,0.035989,0.352106,0.028576,0.316117,0.35342,354.857335,354.938192
1/16/92,1.112879,0.012487,1.125366,184.859112,0.324631,0.123777,0.156894,0.2043,0.067796,0.089098,0.136504,0.287403,0.037228,0.967873,0.000139,0.00131,0.035918,0.352488,0.029167,0.31657,0.353798,356.054106,356.143204
1/17/92,1.12976,0.012587,1.142347,184.858761,0.324982,0.124152,0.160588,0.2006,0.065873,0.094715,0.134727,0.287724,0.037258,0.978905,0.00014,0.00131,0.035948,0.35312,0.029448,0.317172,0.35443,355.197012,355.291727
1/20/92,1.133179,0.012585,1.145764,184.858761,0.324982,0.11591,0.166468,0.2104,0.066143,0.100325,0.144257,0.287873,0.037109,0.967384,0.000131,0.00131,0.035799,0.356314,0.032642,0.320515,0.357624,358.041032,358.141357
1/21/92,1.141659,0.01274,1.154399,184.858548,0.325195,0.115501,0.169703,0.2085,0.070609,0.099094,0.137891,0.287862,0.037333,0.974499,0.00014,0.00131,0.036023,0.356637,0.032752,0.320614,0.357947,357.087597,357.186691
1/22/92,1.14191,0.012728,1.154638,188.352533,0.32527,0.112376,0.170338,0.2126,0.072597,0.097741,0.140003,0.288072,0.037198,0.970747,0.000141,0.00131,0.035888,0.35696,0.033,0.321072,0.35827,356.038762,356.136503
1/23/92,1.133786,0.012746,1.146532,188.354253,0.32355,0.118434,0.164716,0.2039,0.07137,0.093346,0.13253,0.286322,0.037228,0.968785,0.000142,0.001303,0.035925,0.356193,0.033946,0.320268,0.357496,354.494284,354.58763
1/24/92,1.135935,0.013214,1.149149,181.493137,0.323603,0.114731,0.169671,0.202,0.072195,0.097476,0.129805,0.286405,0.037198,0.984901,0.000142,0.001302,0.035896,0.354463,0.032162,0.318567,0.355765,352.540529,352.638005
1/27/92,1.120784,0.012613,1.133397,184.859187,0.324556,0.112342,0.158152,0.2026,0.072814,0.085338,0.129786,0.287507,0.037049,0.966736,0.000142,0.001302,0.035747,0.353445,0.030191,0.317698,0.354747,355.404348,355.489686
1/28/92,1.131924,0.012737,1.144661,184.858708,0.325035,0.106071,0.16373,0.2055,0.071621,0.092109,0.133879,0.287941,0.037094,0.970953,0.000142,0.001302,0.035792,0.354846,0.031113,0.319054,0.356148,355.59627,355.688379
1/29/92,1.13742,0.012826,1.150246,181.492024,0.324716,0.107824,0.16527,0.2055,0.07267,0.0926,0.13283,0.287607,0.037109,0.970938,0.00014,0.001424,0.035685,0.356704,0.033412,0.321019,0.358128,354.14503,354.23763
1/30/92,1.12129,0.012592,1.133882,184.85908,0.324663,0.099596,0.154581,0.2104,0.07347,0.081111,0.13693,0.287525,0.037138,0.971113,0.000138,0.001415,0.035723,0.354069,0.030821,0.318346,0.355484,355.306519,355.38763
1/31/92,1.126108,0.012663,1.138771,184.858867,0.324876,0.100019,0.16029,0.2114,0.072495,0.087795,0.138905,0.287723,0.037153,0.970894,0.000137,0.001411,0.035742,0.354405,0.03094,0.318663,0.355816,353.40021,353.488005
2/3/92,1.130242,0.012759,1.143001,178.245165,0.324822,0.100742,0.162001,0.2117,0.070501,0.0915,0.141199,0.287728,0.037094,0.967399,0.000138,0.001452,0.035642,0.355272,0.031902,0.31963,0.356724,355.697999,355.789499
2/4/92,1.134644,0.012743,1.147387,181.491683,0.325057,0.098583,0.161882,0.2067,0.072274,0.089608,0.134426,0.287799,0.037258,0.970789,0.000131,0.001452,0.035806,0.356301,0.032696,0.320495,0.357753,355.296518,355.386126
2/5/92,1.13992,0.012801,1.152721,181.491598,0.325142,0.102261,0.165167,0.2054,0.074328,0.090839,0.131072,0.287839,0.037303,0.967798,0.000138,0.0015,0.035803,0.357029,0.033387,0.321226,0.358529,352.594533,352.685372
2/6/92,1.144414,0.012922,1.157336,181.49179,0.32495,0.102476,0.169432,0.2044,0.073706,0.095726,0.130694,0.287632,0.037318,0.968087,0.000138,0.001527,0.035791,0.357326,0.033903,0.321535,0.358853,355.239268,355.334994
2/7/92,1.155466,0.013028,1.168494,181.491758,0.324982,0.09812,0.177924,0.2087,0.073506,0.104418,0.135194,0.287664,0.037318,0.969711,0.00014,0.001518,0.0358,0.356752,0.033288,0.320952,0.35827,355.480576,355.584994
2/10/92,1.151184,0.012923,1.164107,184.858921,0.324822,0.101934,0.171606,0.2069,0.075523,0.096083,0.131377,0.287504,0.037318,0.971545,0.000141,0.001518,0.0358,0.358051,0.034747,0.322251,0.359569,353.937394,354.033477
2/11/92,1.138699,0.012724,1.151423,181.491811,0.324929,0.094766,0.161001,0.2099,0.076093,0.084908,0.133807,0.287641,0.037288,0.971473,0.000142,0.001518,0.03577,0.356752,0.033341,0.320982,0.35827,355.297999,355.382907
2/12/92,1.124538,0.01262,1.137158,181.491705,0.325035,0.092681,0.15583,0.2142,0.075251,0.080579,0.138949,0.287882,0.037153,0.971608,0.000142,0.001501,0.035652,0.353945,0.030411,0.318293,0.355446,356.50517,356.585749
2/13/92,1.11412,0.012561,1.126681,178.244898,0.325089,0.089039,0.144366,0.2139,0.071945,0.072421,0.141955,0.28798,0.037109,0.97104,0.000141,0.001523,0.035586,0.352275,0.028709,0.316689,0.353798,355.614834,355.687255
2/14/92,1.110581,0.012542,1.123123,178.244898,0.325089,0.08686,0.140699,0.2151,0.068885,0.071814,0.146215,0.287951,0.037138,0.967861,0.000141,0.001528,0.03561,0.35164,0.028079,0.31603,0.353168,353.418801,353.490615
2/17/92,1.11457,0.012952,1.127522,178.244898,0.325089,0.08798,0.143869,0.2132,0.070187,0.073682,0.143013,0.287921,0.037168,0.967831,0.000135,0.001526,0.035642,0.352967,0.029404,0.317325,0.354493,353.665631,353.739313
2/18/92,1.097234,0.012299,1.109533,178.244717,0.32527,0.086389,0.130866,0.2138,0.066849,0.064017,0.146951,0.288124,0.037146,0.969781,0.000143,0.001524,0.035622,0.350378,0.026632,0.314756,0.351902,352.128634,352.192651
2/19/92,1.101434,0.012359,1.113793,175.111852,0.325302,0.084622,0.131182,0.2167,0.066849,0.064333,0.149851,0.288149,0.037153,0.970181,0.000145,0.001532,0.035621,0.349822,0.026052,0.314201,0.351354,352.528318,352.592651
2/20/92,1.09522,0.012385,1.107605,175.111852,0.325302,0.087782,0.128366,0.2131,0.065088,0.063278,0.148012,0.289707,0.035595,0.96981,0.000145,0.001536,0.034059,0.349135,0.025369,0.315076,0.350671,352.728634,352.791912
2/21/92,1.09683,0.012403,1.109233,175.111852,0.325302,0.093552,0.127344,0.2089,0.066458,0.060886,0.142442,0.289079,0.036223,0.972946,0.000147,0.001531,0.034692,0.347904,0.024133,0.313212,0.349435,350.930656,350.991542
2/24/92,1.094936,0.012541,1.107477,172.087081,0.32527,0.091747,0.130326,0.21,0.067588,0.062738,0.142412,0.288833,0.036437,0.97355,0.000148,0.001536,0.034901,0.346062,0.022328,0.311161,0.347598,349.129174,349.191912
2/25/92,1.106991,0.012628,1.119619,172.087049,0.325302,0.091341,0.132174,0.2109,0.066533,0.065641,0.144367,0.288134,0.037168,0.970065,0.000148,0.001537,0.035631,0.346671,0.022906,0.31104,0.348208,349.826826,349.892467
2/26/92,1.09426,0.012413,1.106673,172.087049,0.325302,0.095283,0.126111,0.2106,0.068013,0.058098,0.142587,0.288059,0.037243,0.980164,0.000146,0.001537,0.035706,0.344847,0.021082,0.309141,0.346384,347.982889,348.040987
2/27/92,1.101643,0.012622,1.114265,172.086675,0.325676,0.093517,0.125092,0.2078,0.061033,0.064059,0.146767,0.288283,0.037393,0.969636,0.000146,0.001515,0.035878,0.345961,0.0218,0.310083,0.347476,353.078408,353.142467
2/28/92,1.104779,0.012621,1.1174,172.087049,0.325302,0.091024,0.127327,0.2087,0.063456,0.063871,0.145244,0.287909,0.037393,0.97096,0.000147,0.001442,0.035951,0.348733,0.024873,0.312782,0.350175,353.076373,353.140244
3/2/92,1.099174,0.01255,1.111724,172.087081,0.32527,0.090896,0.125633,0.2067,0.061847,0.063786,0.144853,0.288544,0.036726,0.972137,0.000147,0.001516,0.03521,0.348536,0.024782,0.313326,0.350052,349.777867,349.841653
3/3/92,1.092475,0.012542,1.105017,172.087156,0.325195,0.087342,0.11427,0.2032,0.059158,0.055112,0.144042,0.288614,0.036581,0.971364,0.000149,0.001526,0.035055,0.346438,0.022769,0.311383,0.347964,350.68643,350.741542
3/4/92,1.085065,0.012412,1.097477,169.164781,0.325302,0.084315,0.110368,0.2086,0.061365,0.049003,0.147235,0.290902,0.0344,0.973545,0.000148,0.001532,0.032868,0.34426,0.02049,0.311392,0.345792,349.493832,349.542835
3/5/92,1.082347,0.012365,1.094712,169.164781,0.325302,0.084183,0.110082,0.2098,0.060428,0.049654,0.149372,0.290902,0.0344,0.973443,0.000148,0.001533,0.032867,0.344489,0.02072,0.311622,0.346022,349.243918,349.293572
3/6/92,1.08157,0.01246,1.09403,169.164781,0.325302,0.085397,0.110496,0.2073,0.05553,0.054966,0.15177,0.291093,0.034209,0.974246,0.000148,0.001538,0.032671,0.343881,0.020117,0.31121,0.345419,348.740804,348.79577
3/9/92,1.087586,0.012457,1.100043,166.339955,0.32527,0.080864,0.11613,0.2105,0.055954,0.060176,0.154546,0.29087,0.0344,0.974769,0.000148,0.001551,0.032849,0.344338,0.020619,0.311489,0.345889,348.13687,348.197046
3/10/92,1.084111,0.012341,1.096452,163.607682,0.325302,0.08004,0.108845,0.2068,0.051334,0.057511,0.155466,0.290966,0.034336,0.974323,0.000142,0.001543,0.032793,0.344841,0.021082,0.312048,0.346384,347.691455,347.748966
3/11/92,1.087018,0.012502,1.09952,166.339923,0.325302,0.082411,0.11341,0.2054,0.049482,0.063928,0.155918,0.290773,0.034529,0.973722,0.000149,0.001543,0.032986,0.342438,0.018679,0.309452,0.343981,348.33709,348.401018
3/12/92,1.079074,0.01241,1.091484,166.339955,0.32527,0.08286,0.111739,0.2049,0.047637,0.064102,0.157263,0.290805,0.034465,0.973888,0.00015,0.001546,0.032919,0.342435,0.018711,0.309516,0.343981,346.939061,347.003163
3/13/92,1.084019,0.012506,1.096525,166.34003,0.325195,0.078228,0.11635,0.2088,0.048061,0.068289,0.160739,0.29105,0.034145,0.97482,0.000151,0.001523,0.032622,0.342996,0.019324,0.310374,0.344519,346.58665,346.654939
3/16/92,1.085996,0.012582,1.098578,166.339923,0.325302,0.078094,0.115332,0.2084,0.051744,0.063588,0.156656,0.291283,0.034019,0.973723,0.000152,0.001523,0.032496,0.342816,0.019037,0.31032,0.344339,342.337968,342.401556
3/17/92,1.095506,0.012706,1.108212,166.339923,0.325302,0.075722,0.122226,0.2137,0.054601,0.067625,0.159099,0.291754,0.033548,0.974703,0.000153,0.001521,0.032027,0.343778,0.019997,0.311751,0.345299,338.331774,338.399399
3/18/92,1.094916,0.012715,1.107631,166.341199,0.324026,0.077312,0.121882,0.2127,0.059903,0.061979,0.152797,0.290356,0.03367,0.974581,0.000153,0.001518,0.032152,0.344624,0.022116,0.312472,0.346142,338.330118,338.392097
3/19/92,1.083474,0.012399,1.095873,163.60917,0.323814,0.075861,0.112066,0.2117,0.057327,0.054739,0.154373,0.290291,0.033523,0.973404,0.000155,0.001518,0.032005,0.343901,0.021605,0.311896,0.345419,337.139934,337.194673
3/20/92,1.074034,0.012483,1.086517,163.60917,0.323814,0.074776,0.105523,0.2096,0.053318,0.052205,0.156282,0.290291,0.033523,0.964535,0.000157,0.001522,0.032001,0.342638,0.020346,0.310637,0.34416,338.144477,338.196682
3/23/92,1.086902,0.012519,1.099421,163.608746,0.324238,0.077423,0.108279,0.2101,0.04954,0.058739,0.16056,0.290897,0.033341,0.973282,0.000156,0.001472,0.031869,0.343107,0.020341,0.311238,0.344579,338.041021,338.09976
3/24/92,1.086064,0.012607,1.098671,163.60917,0.323814,0.076926,0.112284,0.214,0.05242,0.059864,0.16158,0.291068,0.032746,0.972253,0.00015,0.001487,0.031259,0.342721,0.020394,0.311462,0.344208,337.739716,337.79958
3/25/92,1.092639,0.012754,1.105393,163.609698,0.323286,0.076972,0.116867,0.2142,0.054065,0.062802,0.160135,0.29054,0.032746,0.973166,0.000157,0.001499,0.031247,0.344052,0.022265,0.312805,0.345551,340.583333,340.646135
3/26/92,1.091663,0.012651,1.104314,163.610749,0.322235,0.076677,0.107913,0.2123,0.052,0.055913,0.1603,0.289194,0.033041,0.970744,0.000158,0.001499,0.031542,0.3432,0.022464,0.311658,0.344699,339.740587,339.7965
3/27/92,1.099708,0.012569,1.112277,160.967169,0.321712,0.074584,0.118026,0.2164,0.051666,0.06636,0.164734,0.288671,0.033041,0.972262,0.000158,0.001489,0.031552,0.343449,0.023226,0.311897,0.344938,339.831774,339.898134
3/30/92,1.095116,0.012632,1.107748,160.964218,0.324663,0.071142,0.115305,0.2192,0.05074,0.064565,0.16846,0.291682,0.032981,0.974252,0.000158,0.001489,0.031492,0.34399,0.020816,0.312498,0.345479,342.635195,342.69976
3/31/92,1.097364,0.012633,1.109997,160.963632,0.325249,0.069695,0.119779,0.2245,0.055685,0.064094,0.168815,0.291848,0.033401,0.972206,0.000159,0.001431,0.03197,0.344711,0.020893,0.312741,0.346142,341.034221,341.098315
4/1/92,1.092639,0.0126,1.105239,160.963579,0.325302,0.072078,0.117191,0.2217,0.058365,0.058826,0.163335,0.29238,0.032922,0.974921,0.000159,0.001498,0.031424,0.344524,0.02072,0.3131,0.346022,343.337309,343.396135
4/2/92,1.097964,0.012705,1.110669,160.963579,0.325302,0.071123,0.120469,0.2221,0.057047,0.063422,0.165053,0.292261,0.033041,0.976333,0.000159,0.001508,0.031533,0.343071,0.019277,0.311538,0.344579,339.934531,339.997953
4/3/92,1.107308,0.012875,1.120183,160.963579,0.325302,0.074831,0.124592,0.219,0.055954,0.068638,0.163046,0.292202,0.0331,0.974336,0.000159,0.001525,0.031575,0.34515,0.021373,0.313575,0.346675,339.928408,339.997046
4/6/92,1.115505,0.013032,1.128537,160.963579,0.325302,0.079393,0.126827,0.2176,0.060794,0.066033,0.156806,0.292261,0.033041,0.975924,0.00016,0.001525,0.031516,0.346769,0.022992,0.315253,0.348294,338.578273,338.644306
4/7/92,1.109908,0.012899,1.122807,160.963579,0.325302,0.077951,0.128041,0.2216,0.062944,0.065097,0.158656,0.292261,0.033041,0.975312,0.000162,0.001527,0.031514,0.345099,0.021324,0.313585,0.346626,338.079759,338.144856
4/8/92,1.112852,0.013049,1.125901,160.965278,0.323603,0.081731,0.126607,0.2156,0.061278,0.065329,0.154322,0.290443,0.03316,0.975601,0.000148,0.001527,0.031633,0.34522,0.023144,0.313587,0.346747,336.829893,336.895222
4/9/92,1.104287,0.013079,1.117366,160.964325,0.324556,0.076768,0.128995,0.2212,0.06201,0.066985,0.15919,0.291575,0.032981,0.975678,0.000165,0.001528,0.031453,0.344796,0.021768,0.313343,0.346324,337.777505,337.84449
4/10/92,1.114823,0.012923,1.127746,158.403948,0.324769,0.079373,0.11963,0.2198,0.061095,0.058535,0.158705,0.291728,0.033041,0.97409,0.000166,0.001531,0.03151,0.346128,0.02289,0.314618,0.347659,341.23687,341.295405
4/13/92,1.096208,0.012976,1.109184,160.963771,0.32511,0.078657,0.109738,0.2183,0.059327,0.050411,0.158973,0.292069,0.033041,0.97756,0.000167,0.001535,0.031506,0.344245,0.02067,0.312739,0.34578,340.144262,340.194673
4/14/92,1.099591,0.01305,1.112641,158.403948,0.324769,0.079167,0.11442,0.2207,0.056836,0.057584,0.163864,0.291788,0.032981,0.975168,0.000168,0.001536,0.031445,0.344546,0.021313,0.313101,0.346082,338.33928,338.396864
4/15/92,1.092739,0.012837,1.105576,158.404001,0.324716,0.083229,0.106103,0.2183,0.058961,0.047142,0.159339,0.291616,0.0331,0.975661,0.000168,0.001544,0.031556,0.343935,0.020763,0.312379,0.345479,338.297897,338.345039
4/16/92,1.08537,0.01275,1.09812,155.923842,0.324716,0.078209,0.103788,0.2233,0.059747,0.044041,0.163553,0.29164,0.033076,0.976502,0.000168,0.001554,0.031522,0.343264,0.020102,0.311742,0.344818,338.301912,338.345953
4/17/92,1.085618,0.012736,1.098354,155.923842,0.324716,0.079324,0.103249,0.2227,0.056962,0.046287,0.165738,0.291651,0.033065,0.976513,0.000167,0.001529,0.031536,0.343289,0.020102,0.311753,0.344818,338.302751,338.349038
4/20/92,1.086138,0.01266,1.098798,155.923629,0.324929,0.077958,0.102286,0.226,0.057823,0.044463,0.168177,0.291876,0.033053,0.9753,0.000164,0.001552,0.031501,0.343266,0.019889,0.311765,0.344818,338.304214,338.348677
4/21/92,1.087963,0.012698,1.100661,151.189949,0.323761,0.082258,0.105245,0.2242,0.061773,0.043472,0.162427,0.290361,0.0334,0.974342,0.000164,0.001536,0.031864,0.343103,0.020878,0.311239,0.344639,337.653755,337.697227
4/22/92,1.087044,0.012734,1.099778,153.5219,0.322812,0.077357,0.109419,0.2263,0.06311,0.046309,0.16319,0.289411,0.033401,0.974544,0.000166,0.001536,0.031865,0.343642,0.022366,0.311777,0.345178,337.451281,337.49759
4/23/92,1.090044,0.012828,1.102872,153.5219,0.322812,0.086413,0.116508,0.2249,0.070954,0.045554,0.153946,0.289592,0.03322,0.97442,0.000168,0.001537,0.031683,0.343521,0.022246,0.311838,0.345058,337.851492,337.897046
4/24/92,1.095784,0.012709,1.108493,153.521056,0.323656,0.088055,0.117616,0.2207,0.067166,0.05045,0.153534,0.290352,0.033304,0.975763,0.000167,0.001533,0.031771,0.344235,0.022112,0.312464,0.345768,335.897684,335.948134
4/27/92,1.097243,0.01279,1.110033,153.521373,0.323339,0.081521,0.119095,0.2215,0.068273,0.050822,0.153227,0.289998,0.033341,0.974808,0.000165,0.001532,0.031809,0.34449,0.022683,0.312681,0.346022,335.046405,335.097227
4/28/92,1.094252,0.012673,1.106925,153.521531,0.323181,0.08074,0.120065,0.2168,0.065412,0.054653,0.151388,0.289901,0.03328,0.97436,0.000166,0.00153,0.03175,0.34419,0.022539,0.31244,0.34572,336.090935,336.145588
4/29/92,1.093976,0.012569,1.106545,153.521405,0.323307,0.077551,0.11703,0.2199,0.064047,0.052983,0.155853,0.289906,0.033401,0.976893,0.000166,0.00153,0.031871,0.344794,0.023017,0.312923,0.346324,335.04297,335.095953
4/30/92,1.093884,0.012709,1.106593,153.521479,0.323233,0.07952,0.121896,0.2193,0.06693,0.054966,0.15237,0.289832,0.033401,0.973933,0.000166,0.001442,0.031959,0.34499,0.023199,0.313031,0.346432,335.690804,335.74577
5/1/92,1.102152,0.012769,1.114921,153.521479,0.323233,0.083584,0.128223,0.2196,0.064591,0.063632,0.155009,0.289832,0.033401,0.97536,0.000165,0.00153,0.031871,0.346068,0.024365,0.314197,0.347598,336.833777,336.897409
5/4/92,1.102281,0.012859,1.11514,148.929529,0.32276,0.083183,0.127473,0.2196,0.067761,0.059712,0.151839,0.288991,0.033769,0.976525,0.000165,0.00153,0.032239,0.346068,0.024838,0.313829,0.347598,336.835327,336.895039
5/5/92,1.105524,0.012872,1.118396,148.929319,0.32297,0.081278,0.124498,0.2195,0.065912,0.058586,0.153588,0.289447,0.033523,0.974422,0.000157,0.00153,0.031993,0.346007,0.024567,0.314014,0.347537,336.087002,336.145588
5/6/92,1.108229,0.013334,1.121563,151.191998,0.321712,0.080531,0.126779,0.2161,0.066694,0.060085,0.149406,0.288311,0.033401,0.974646,0.000168,0.001543,0.031858,0.346726,0.026557,0.314868,0.348269,336.034221,336.094306
5/7/92,1.107222,0.012985,1.120207,151.192446,0.321264,0.079068,0.125007,0.2186,0.06901,0.055997,0.14959,0.287863,0.033401,0.974137,0.000171,0.001532,0.031869,0.346249,0.026517,0.31438,0.347781,335.388493,335.44449
5/8/92,1.100221,0.01287,1.113091,151.193712,0.319998,0.079633,0.117022,0.2167,0.06851,0.048512,0.14819,0.286597,0.033401,0.976791,0.000171,0.001533,0.031868,0.345093,0.026628,0.313225,0.346626,336.245978,336.29449
5/11/92,1.104553,0.013116,1.117669,148.930316,0.321973,0.077481,0.11995,0.217,0.071561,0.048389,0.145439,0.288572,0.033401,0.974239,0.000172,0.001535,0.031866,0.345152,0.024714,0.313286,0.346687,335.49555,335.543939
5/12/92,1.113843,0.013079,1.126922,148.929687,0.322602,0.07802,0.131473,0.219,0.072677,0.058796,0.146323,0.288771,0.033831,0.974828,0.000173,0.001531,0.0323,0.346067,0.024996,0.313767,0.347598,334.585327,334.644123
5/13/92,1.117208,0.013177,1.130385,151.191213,0.322497,0.076438,0.13542,0.2196,0.074943,0.060477,0.144657,0.28879,0.033707,0.974748,0.000171,0.001543,0.032164,0.347892,0.026938,0.315728,0.349435,334.53088,334.591357
5/14/92,1.123242,0.013202,1.136444,151.192987,0.320723,0.073901,0.143507,0.2237,0.075756,0.067751,0.147944,0.286892,0.033831,0.973809,0.000172,0.001536,0.032295,0.348825,0.029638,0.31653,0.350361,336.222493,336.290244
5/15/92,1.12872,0.013276,1.141996,148.931773,0.320516,0.074193,0.138317,0.2237,0.077001,0.061316,0.146699,0.286622,0.033894,0.975889,0.000173,0.001537,0.032357,0.34796,0.028981,0.315603,0.349497,338.328183,338.389499
5/18/92,1.135911,0.013334,1.149245,148.929582,0.322707,0.074564,0.148594,0.2263,0.075756,0.072838,0.150544,0.288938,0.033769,0.97489,0.000173,0.001541,0.032228,0.349688,0.028522,0.31746,0.351229,338.217406,338.290244
5/19/92,1.138741,0.013402,1.152143,148.931202,0.321087,0.07789,0.152466,0.2256,0.07967,0.072796,0.14593,0.28738,0.033707,0.975258,0.000175,0.001541,0.032166,0.351313,0.031767,0.319147,0.352854,338.814834,338.88763
5/20/92,1.132875,0.013325,1.1462,148.931462,0.320827,0.08072,0.146541,0.2219,0.079245,0.067296,0.142655,0.286808,0.034019,0.975253,0.000157,0.001535,0.032484,0.350817,0.031525,0.318333,0.352352,336.269959,336.337255
5/21/92,1.123046,0.013224,1.13627,148.93141,0.320879,0.07782,0.141536,0.2253,0.080572,0.060964,0.144728,0.286923,0.033956,0.970234,0.000172,0.001535,0.032421,0.349881,0.030537,0.31746,0.351416,336.575464,336.636428
5/22/92,1.120718,0.013179,1.133897,148.931462,0.320827,0.07877,0.136692,0.2228,0.077545,0.059147,0.145255,0.287218,0.033609,0.969974,0.000174,0.001529,0.03208,0.349291,0.029993,0.317211,0.35082,337.028408,337.087555
5/25/92,1.120098,0.013654,1.133752,148.931462,0.320827,0.07707,0.137221,0.2239,0.075859,0.061362,0.148041,0.287365,0.033462,0.970121,0.000169,0.001529,0.031933,0.349291,0.029993,0.317358,0.35082,337.027279,337.088641
5/26/92,1.124867,0.013234,1.138101,148.931514,0.320775,0.072216,0.140541,0.2243,0.078072,0.062469,0.146228,0.287477,0.033298,0.969175,0.000176,0.001529,0.031769,0.350299,0.031053,0.31853,0.351828,337.173959,337.236428
5/27/92,1.110061,0.012954,1.123015,146.73697,0.320412,0.074347,0.137321,0.2222,0.078285,0.059036,0.143915,0.287108,0.033304,0.980792,0.000176,0.00153,0.031774,0.347881,0.028999,0.316107,0.349411,337.027279,337.086315
5/28/92,1.113752,0.012919,1.126671,144.606663,0.319431,0.072465,0.14124,0.2222,0.075721,0.065519,0.146479,0.286175,0.033256,0.97063,0.000173,0.001527,0.031729,0.347785,0.029881,0.316056,0.349312,336.22286,336.288379
5/29/92,1.130114,0.012978,1.143092,146.737776,0.319606,0.072213,0.150419,0.2215,0.074574,0.075845,0.146926,0.286265,0.033341,0.970747,0.000173,0.001399,0.031942,0.349582,0.031375,0.31764,0.350981,336.813281,336.889126
6/1/92,1.126516,0.01311,1.139626,146.737177,0.320205,0.071313,0.147635,0.2222,0.077487,0.070148,0.144713,0.286864,0.033341,0.971861,0.000173,0.001523,0.031818,0.349769,0.031087,0.317951,0.351292,336.165865,336.236013
6/2/92,1.128493,0.013219,1.141712,146.738003,0.319379,0.07291,0.147963,0.2215,0.078128,0.069835,0.143372,0.285978,0.033401,0.970687,0.000176,0.001523,0.031878,0.349272,0.031416,0.317394,0.350795,338.315537,338.385372
6/3/92,1.126452,0.013097,1.139549,144.606715,0.319379,0.069425,0.142633,0.2262,0.075057,0.067576,0.151143,0.285917,0.033462,0.970728,0.000178,0.001487,0.031975,0.349556,0.031664,0.317581,0.351043,339.219867,339.287443
6/4/92,1.13084,0.013058,1.143898,146.737797,0.319585,0.072473,0.147629,0.226,0.077085,0.070544,0.148915,0.286184,0.033401,0.972105,0.000178,0.001487,0.031914,0.350041,0.031943,0.318127,0.351528,337.715771,337.786315
